Protein,Cluster_ID,Cluster_Size
CACNA2D4,38,43
CACNG7,38,43
CATSPERG,38,43
EFCAB9,38,43
CACNB4,38,43
TMEM262,38,43
CATSPERZ,38,43
TMEM249,38,43
CATSPER4,38,43
CACNA1G,38,43
SHISA6,38,43
CACNA1A,38,43
CACNB1,38,43
CACNA1E,38,43
CACNA1I,38,43
CACNA1B,38,43
CACNA2D3,38,43
CACNA2D2,38,43
CACHD1,38,43
SRL,38,43
SGCG,39,43
DMD,39,43
SGCD,39,43
DOLK,39,43
DPM3,39,43
DPM2,39,43
CAV3,39,43
SNTA1,39,43
POMT1,39,43
SYNC,39,43
FKTN,39,43
RXYLT1,39,43
POMT2,39,43
GMPPB,39,43
B3GALNT2,39,43
POMK,39,43
POMGNT2,39,43
POMGNT1,39,43
FKRP,39,43
SPATA18,39,43
PGM5,39,43
SSPN,39,43
SGCA,39,43
SNTG2,39,43
SGCB,39,43
DAG1,39,43
SGCE,39,43
SNTG1,39,43
UTRN,39,43
SNTB1,39,43
SNTB2,39,43
SGCZ,39,43
DTNA,39,43
DYSF,39,43
MAGEE1,39,43
DTNB,39,43
B4GAT1,39,43
EGFLAM,39,43
LARGE1,39,43
LARGE2,39,43
CRPPA,39,43
ANO5,39,43
MMD2,39,43
CTR9,40,43
ELOA,40,43
ELOA2,40,43
NUFIP1,40,43
TCEA3,40,43
TCEA2,40,43
SUPT4H1,40,43
RTF1,40,43
CTDP1,40,43
MLLT3,40,43
AFF1,40,43
NELFCD,40,43
MLLT1,40,43
ERCC6,40,43
CCNT1,40,43
CCNT2,40,43
PAF1,40,43
UVSSA,40,43
SUPT6H,40,43
LEO1,40,43
WDR61,40,43
CDC73,40,43
CCNK,40,43
CDK12,40,43
NELFE,40,43
ELL2,40,43
ICE2,40,43
ELL,40,43
AFF4,40,43
EAF2,40,43
ICE1,40,43
ELL3,40,43
NELFB,40,43
ZC3H8,40,43
ELP2,40,43
TTF2,40,43
ELP4,40,43
EAF1,40,43
NELFA,40,43
C6orf15,40,43
IWS1,40,43
ELOF1,40,43
AFF3,40,43
NUP133,41,43
NUP153,41,43
NUP98,41,43
TPR,41,43
NUTF2,41,43
NUP107,41,43
NUP155,41,43
NUP85,41,43
NUP210,41,43
NUP54,41,43
NUP205,41,43
NUP35,41,43
GLE1,41,43
NUP93,41,43
NUP50,41,43
NUP214,41,43
NUP188,41,43
NUP160,41,43
NUP58,41,43
RAE1,41,43
SEH1L,41,43
NUP37,41,43
NXF1,41,43
NUP62,41,43
NUP88,41,43
NXT2,41,43
NUP43,41,43
AAAS,41,43
NUP42,41,43
NDC1,41,43
POM121,41,43
AHCTF1,41,43
POM121C,41,43
NXF2B,41,43
NUP62CL,41,43
NCOA5,41,43
NXT1,41,43
NXF3,41,43
NXF5,41,43
NXF2,41,43
TNPO2,41,43
DDX19B,41,43
POM121L2,41,43
PAPOLB,42,42
SSU72,42,42
SYMPK,42,42
CPSF6,42,42
PCF11,42,42
CLP1,42,42
CPSF3,42,42
CPSF2,42,42
CSTF1,42,42
CSTF3,42,42
PAPOLA,42,42
CPSF7,42,42
NUDT21,42,42
RBBP6,42,42
FIP1L1,42,42
CPSF1,42,42
PAPOLG,42,42
ZC3H3,42,42
CPSF4,42,42
WDR33,42,42
CSTF2T,42,42
SSU72P5,42,42
ENSP00000423325,42,42
SSU72P8,42,42
SSU72P4,42,42
CSTF2,42,42
KIAA1614,42,42
CPSF4L,42,42
SSU72P7,42,42
SSU72P2,42,42
SSU72P3,42,42
SCARA3,42,42
SCAF8,42,42
TSEN2,42,42
TSEN54,42,42
TSEN15,42,42
TSEN34,42,42
PARN,42,42
PNLDC1,42,42
TENT2,42,42
UBE3D,42,42
SUB1,42,42
IKBKG,43,41
NAT9,43,41
MAP3K7,43,41
RIPK2,43,41
PRKCQ,43,41
BCL10,43,41
MALT1,43,41
IRF5,43,41
CARD11,43,41
TAX1BP1,43,41
CYLD,43,41
NFKBIZ,43,41
TNFAIP3,43,41
TAB1,43,41
BIRC3,43,41
RNF31,43,41
SHARPIN,43,41
RBCK1,43,41
CARD14,43,41
TAB2,43,41
TBKBP1,43,41
TNIP1,43,41
AZI2,43,41
TANK,43,41
NFKB2,43,41
MAP3K14,43,41
REL,43,41
CARD10,43,41
RELB,43,41
TAB3,43,41
ENSP00000496197,43,41
MAP3K8,43,41
BCL3,43,41
SPATA2L,43,41
SPATA2,43,41
TNIP2,43,41
NFKBIB,43,41
NFKBID,43,41
N4BP1,43,41
TRIM40,43,41
TNIP3,43,41
ITGB4,44,41
ITGB8,44,41
ITGAV,44,41
ITGB7,44,41
ITGB6,44,41
ITGA5,44,41
ITGB5,44,41
ITGA2,44,41
ITGA3,44,41
ITGA8,44,41
ITGA6,44,41
ITGA1,44,41
ITGA7,44,41
ITGA11,44,41
ITGA4,44,41
LAMB1,44,41
LAMA4,44,41
LAMA5,44,41
LAMC1,44,41
LAMC2,44,41
ITGA9,44,41
TNC,44,41
COL6A5,44,41
ITGA10,44,41
LAMB2,44,41
COL4A3,44,41
LAMA2,44,41
COL6A6,44,41
COL4A6,44,41
LAMB3,44,41
THBS4,44,41
THBS3,44,41
LAMA3,44,41
LAMA1,44,41
LAMC3,44,41
COL4A4,44,41
NID2,44,41
TNN,44,41
LAMB4,44,41
CHAD,44,41
ITGAD,44,41
SRPK1,45,40
HNRNPD,45,40
HNRNPDL,45,40
HNRNPF,45,40
HNRNPUL1,45,40
KHDRBS1,45,40
PCBP2,45,40
RBMX,45,40
ILF3,45,40
RBM4,45,40
HNRNPM,45,40
HNRNPH2,45,40
HNRNPA3,45,40
PCBP1,45,40
TAF15,45,40
SRSF9,45,40
SRSF6,45,40
SRSF7,45,40
SRSF5,45,40
SRSF4,45,40
SRSF3,45,40
PTBP1,45,40
TRA2B,45,40
HNRNPL,45,40
ILF2,45,40
KHSRP,45,40
ERH,45,40
HNRNPR,45,40
ZNF207,45,40
HNRNPAB,45,40
SRSF10,45,40
YLPM1,45,40
HNRNPA0,45,40
FUBP3,45,40
FUBP1,45,40
SRPK3,45,40
SRSF8,45,40
ZFR,45,40
HNRNPH3,45,40
RAVER2,45,40
STAMBP,46,40
CHMP3,46,40
STAM2,46,40
CHMP4C,46,40
HGS,46,40
STAM,46,40
CHMP1A,46,40
CHMP1B,46,40
TSG101,46,40
CHMP4B,46,40
CHMP5,46,40
VPS4B,46,40
MVB12A,46,40
VPS28,46,40
CHMP7,46,40
UBAP1,46,40
CHMP2A,46,40
VPS4A,46,40
RNF103-CHMP3,46,40
MVB12B,46,40
SNF8,46,40
VPS37B,46,40
CHMP6,46,40
CHMP4A,46,40
VPS37C,46,40
CHMP2B,46,40
VPS37A,46,40
PDCD6IP,46,40
VPS25,46,40
VPS36,46,40
VPS37D,46,40
VTA1,46,40
IST1,46,40
MLKL,46,40
CC2D1A,46,40
BROX,46,40
CC2D1B,46,40
UEVLD,46,40
MITD1,46,40
ZFYVE19,46,40
HSD17B7,47,39
ERG28,47,39
PYROXD2,47,39
CYP51A1,47,39
NSDHL,47,39
EBP,47,39
DHCR24,47,39
SIGMAR1,47,39
MVK,47,39
HMGCS1,47,39
FDPS,47,39
HSD3B7,47,39
SC5D,47,39
FDFT1,47,39
MVD,47,39
SREBF2,47,39
SDR42E1,47,39
DHCR7,47,39
LSS,47,39
HMGCS2,47,39
CH25H,47,39
IDI2,47,39
FAXDC2,47,39
IDI1,47,39
SQLE,47,39
TM7SF2,47,39
MSMO1,47,39
SCAP,47,39
KCNH6,47,39
TMBIM4,47,39
HMGA1,47,39
GGPS1,47,39
PMVK,47,39
DHDDS,47,39
NUS1,47,39
WDR97,47,39
CYP39A1,47,39
RUSC1,47,39
CCDC160,47,39
IDH3G,48,38
IDH3A,48,38
OGDHL,48,38
OGDH,48,38
IDH3B,48,38
DBT,48,38
DLD,48,38
PDHA1,48,38
DLAT,48,38
SUCLA2,48,38
DLST,48,38
LDHAL6A,48,38
LDHC,48,38
LDHAL6B,48,38
PDK4,48,38
PDK2,48,38
PDHX,48,38
PDP2,48,38
PDK3,48,38
DHTKD1,48,38
BCKDHA,48,38
PDHA2,48,38
F5H5P2_HUMAN,48,38
PDK1,48,38
PDHB,48,38
BCKDHB,48,38
PDPR,48,38
SMPX,48,38
HDHD5,48,38
ITGB1BP2,48,38
PPM1K,48,38
ME1,48,38
LDHD,48,38
BCAT2,48,38
BCAT1,48,38
BCKDK,48,38
ME2,48,38
ME3,48,38
FCHSD2,49,38
TAPBP,49,38
CD247,49,38
HLA-G,49,38
LILRB4,49,38
HLA-A,49,38
LILRB2,49,38
LILRA6,49,38
HLA-DOA,49,38
HLA-DQA1,49,38
HLA-DPB1,49,38
HLA-DMB,49,38
HLA-DQA2,49,38
HLA-DOB,49,38
HLA-E,49,38
HLA-DMA,49,38
KIR2DL3,49,38
KIR3DL1,49,38
KIR2DL4,49,38
HLA-C,49,38
HLA-B,49,38
KLRC1,49,38
KLRC4,49,38
KLRC3-2,49,38
KIR2DL1,49,38
HLA-F,49,38
KIR3DL3,49,38
KIR3DL2,49,38
CD8B2,49,38
FAM3C,49,38
STAC,49,38
RNF39,49,38
TRIM45,49,38
TAP1,49,38
TAP2,49,38
TAPBPL,49,38
TRDV1,49,38
MR1,49,38
ATP6V0A2,50,37
CNST,50,37
ATP6V0D1,50,37
ATP5MC3,50,37
ATP5MC2,50,37
ATP6V1C2,50,37
ATP6V0C,50,37
ATP6V1D,50,37
ATP6V0A1,50,37
TCIRG1,50,37
ATP6V1A,50,37
ATP6V1B2,50,37
ATP6V0A4,50,37
PPA2,50,37
PPA1,50,37
ATP6V0B,50,37
ATP6V1E1,50,37
ATP6AP2,50,37
LHPP,50,37
ATP6V0E1,50,37
ATP6V1B1,50,37
CCDC115,50,37
ATP6AP1L,50,37
ATP6V1C1,50,37
ATP6V1G2,50,37
ATP6V0D2,50,37
ATP6V1G1,50,37
RNASEK,50,37
VMA21,50,37
ATP6V1H,50,37
ATP6V1G3,50,37
ATP6V0E2,50,37
ATP6V1E2,50,37
ATP6AP1,50,37
TMEM199,50,37
ATP6V1F,50,37
MEAK7,50,37
CLDN5,51,37
OCLN,51,37
TJP2,51,37
JAM2,51,37
CLDN1,51,37
CLDN7,51,37
CLDN4,51,37
CLDN11,51,37
CLDN16,51,37
ESAM,51,37
CLDN12,51,37
CLDN10,51,37
MARVELD2,51,37
CLDN2,51,37
CLDN18,51,37
F11R,51,37
CLDN3,51,37
CLDN9,51,37
TJP3,51,37
CLDN34,51,37
CLDN23,51,37
CGN,51,37
CGNL1,51,37
CLDN17,51,37
CLDN19,51,37
MARVELD3,51,37
CLDN22,51,37
CLDN6,51,37
CLDN20,51,37
CLDN15,51,37
CLDN24,51,37
IGSF5,51,37
CLDN8,51,37
CLDN25,51,37
CLDN14,51,37
TACSTD2,51,37
ARHGEF18-2,51,37
MOGS,52,36
KRTCAP2,52,36
SEC61B,52,36
STT3A,52,36
SSR2,52,36
ALG10B,52,36
RPN1,52,36
DOLPP1,52,36
STT3B,52,36
DAD1,52,36
SEC61A2,52,36
H0YIJ7_HUMAN,52,36
TMEM258,52,36
SEC61G,52,36
SEC63,52,36
OSTC,52,36
DDOST,52,36
MLEC,52,36
SSR1,52,36
TMCO1,52,36
RPN2,52,36
EXD2,52,36
SEC11C,52,36
SPCS3,52,36
SPCS2,52,36
SPCS1,52,36
CCDC47,52,36
MAGT1,52,36
TUSC3,52,36
TMEM214,52,36
SSR4,52,36
SSR3,52,36
OST4,52,36
SEC11A,52,36
TRAM1,52,36
ALG10,52,36
RARS1,53,36
FARS2,53,36
YARS2,53,36
NARS1,53,36
NARS2,53,36
SARS1,53,36
AARS1,53,36
DARS2,53,36
DARS1,53,36
LARS1,53,36
CARS1,53,36
CARS2,53,36
RARS2,53,36
AIMP1,53,36
LARS2,53,36
WARS1,53,36
AARS2,53,36
WARS2,53,36
MARS2,53,36
IARS2,53,36
TARS2,53,36
PARS2,53,36
IARS1,53,36
HARS1,53,36
VARS2,53,36
HARS2,53,36
AIMP2,53,36
MARS1,53,36
EEF1E1,53,36
GARS1,53,36
TARS1,53,36
SARS2-2,53,36
SARS2,53,36
TARS3,53,36
AARSD1,53,36
THG1L,53,36
GALC,54,36
GBA2,54,36
GBA,54,36
UGCG,54,36
ASAH1,54,36
SPHK1,54,36
PLPP2,54,36
PLPP3,54,36
SPHK2,54,36
DEGS2,54,36
S1PR2,54,36
SMPD1,54,36
CERS2,54,36
SMPD2,54,36
CERK,54,36
SMPD3,54,36
SGPP1,54,36
CERS4,54,36
SMPD4,54,36
CERS6,54,36
DEGS1,54,36
SGMS2,54,36
SGPP2,54,36
UGT8,54,36
ASAH2,54,36
ENPP7,54,36
ACER2,54,36
SGMS1,54,36
ACER1,54,36
CERS3,54,36
CERS5,54,36
KDSR,54,36
SGPL1,54,36
ACER3,54,36
SPNS2,54,36
MFSD2B,54,36
TBL1Y,55,36
SRY,55,36
DAZ1,55,36
CDY1,55,36
CDY1B,55,36
CDY2A,55,36
CDY2B,55,36
KDM5D,55,36
UTY,55,36
PRKY,55,36
NLGN4Y,55,36
ZFY,55,36
TSPY1,55,36
USP9Y,55,36
DDX3Y,55,36
ZFX,55,36
TMSB4Y,55,36
AMELY,55,36
RBMY1F,55,36
BPY2,55,36
BPY2C,55,36
DAZ3,55,36
BPY2B,55,36
DAZ2,55,36
RBMY1D,55,36
RBMY1A1,55,36
VCY1B,55,36
VCY,55,36
HSFY1,55,36
PCDH11Y,55,36
PRY,55,36
PRY2,55,36
PRYP3,55,36
DAZ4,55,36
RBMY1E,55,36
RBMY1B,55,36
CISH,56,35
RAB40B,56,35
RNF7,56,35
CUL5,56,35
RAB40AL,56,35
SENP8,56,35
DCUN1D5,56,35
DCUN1D1,56,35
DCUN1D3,56,35
NAE1,56,35
DCUN1D2,56,35
UBE2F,56,35
SPSB2,56,35
SPSB1,56,35
SOCS4,56,35
SOCS7,56,35
SOCS6,56,35
KLHDC1,56,35
ANKRD9,56,35
DCUN1D4,56,35
RAB40A,56,35
PAWR,56,35
SOCS5,56,35
SOCS2,56,35
ASB1,56,35
RAB40C,56,35
WSB1,56,35
ASB6,56,35
ARIH2,56,35
SPSB4,56,35
WSB2,56,35
ASB12,56,35
ASB11,56,35
SPSB3,56,35
ASB3,56,35
RHO,57,34
RPE65,57,34
RDH12,57,34
RPGR,57,34
PDE6B,57,34
GRK1,57,34
CNGB1,57,34
ARR3,57,34
ROM1,57,34
CNGA1,57,34
CRX,57,34
PRPH2,57,34
PDE6A,57,34
IMPG2,57,34
CERKL,57,34
PDE6G,57,34
NRL,57,34
ZNF513,57,34
NR2E3,57,34
PRCD,57,34
PCARE,57,34
EYS,57,34
RP9,57,34
RCVRN,57,34
GRK7,57,34
MPP4,57,34
SAG,57,34
ZNF239,57,34
OPN1SW,57,34
PDC,57,34
BEST1,57,34
FIZ1,57,34
PPEF1,57,34
RBP3,57,34
GNPAT,58,34
LPIN2,58,34
DGKQ,58,34
DGKI,58,34
CDS1,58,34
MBOAT2,58,34
LCLAT1,58,34
AGPAT2,58,34
AGPAT1,58,34
DGKZ,58,34
CDS2,58,34
DGKA,58,34
LPIN1,58,34
LPIN3,58,34
AGPAT4,58,34
DGKK,58,34
AGPAT3,58,34
DGKG,58,34
DGKB,58,34
DGKH,58,34
GPD1L,58,34
GPD2,58,34
ADPRM,58,34
GPAT4,58,34
GPD1,58,34
AGPAT5,58,34
GPAM,58,34
GK2,58,34
GK,58,34
GPAT3,58,34
GPAT2,58,34
FAR2,58,34
FAR1,58,34
MFSD10,58,34
CRLS1,59,34
PIKFYVE,59,34
PIP5K1B,59,34
PIP5K1C,59,34
PIP5K1A,59,34
CDIPT,59,34
PI4K2B,59,34
PIK3C2A,59,34
IMPA2,59,34
PIP4K2C,59,34
MTM1,59,34
PI4K2A,59,34
PIP4K2A,59,34
PIP5KL1,59,34
INPP1,59,34
INPP5F,59,34
PIP4K2B,59,34
FIG4,59,34
INPP4A,59,34
PIK3C2B,59,34
INPP4B,59,34
MTMR3,59,34
MTMR6,59,34
MTMR8,59,34
MTMR4,59,34
MTMR14,59,34
PIK3C2G,59,34
ISYNA1,59,34
PGS1,59,34
IMPA1,59,34
IMPAD1,59,34
TAMM41,59,34
PIP4P2,59,34
PIP4P1,59,34
IGHV3-16,60,34
IGHV3-43D,60,34
SERINC3,60,34
VIPR1,60,34
NPPA,60,34
ADGRF1,60,34
GCGR,60,34
GPR139,60,34
IL34,60,34
VIPR2,60,34
TSHB,60,34
SCT,60,34
RAMP2,60,34
RAMP1,60,34
VIP,60,34
ADCYAP1R1,60,34
GHRH,60,34
FSHB,60,34
GIP,60,34
ADCYAP1,60,34
IAPP,60,34
SCTR,60,34
HTR6,60,34
GLP1R,60,34
ADM,60,34
GIPR,60,34
CALCA,60,34
CALCR,60,34
RAMP3,60,34
CALCRL,60,34
ADM2,60,34
CALCB,60,34
IGHV3OR16-9,60,34
NPPB,60,34
USH1C,61,34
MYO15A,61,34
ADGRV1,61,34
MYO7A,61,34
USH2A,61,34
MYO7B,61,34
CDHR2,61,34
VEZT,61,34
TMC1,61,34
PCDH15,61,34
WHRN,61,34
ESPN,61,34
CIB2,61,34
CLRN1,61,34
LHFPL5,61,34
PDZD7,61,34
CDH23,61,34
CDHR5,61,34
TMC2,61,34
USH1G,61,34
ANKS4B,61,34
OTOF,61,34
TWF2,61,34
ESPNL,61,34
MPP1,61,34
MYO3B,61,34
TMPRSS3,61,34
EPS8L2,61,34
EPS8,61,34
TRIOBP,61,34
MYO3A,61,34
TMIE,61,34
CIB3,61,34
MORN4,61,34
GUCA2A,62,33
LBR,62,33
LMNB1,62,33
TMPO,62,33
LEMD3,62,33
LMNB2,62,33
EMD,62,33
SUN1,62,33
BANF2,62,33
BANF1,62,33
SUN2,62,33
LMNA,62,33
AKAP8L,62,33
GUCA2B,62,33
SPDYA,62,33
LEMD2,62,33
SYNE2,62,33
SYNE1,62,33
TOR1AIP1,62,33
VRK2,62,33
TERB1,62,33
SYNE4,62,33
SYNE3,62,33
TMEM201,62,33
FATE1,62,33
CCDC155,62,33
SUN3,62,33
MAJIN,62,33
TERB2,62,33
SUN5,62,33
SPAG4,62,33
FHOD1,62,33
PMFBP1,62,33
HOXA2,63,33
HOXB2,63,33
HOXB1,63,33
LMX1B,63,33
PBX2,63,33
HOXA11,63,33
HOXA10,63,33
HOXA13,63,33
PBX1,63,33
MEIS1,63,33
HOXA9,63,33
HOXA3,63,33
HOXB8,63,33
PKNOX1,63,33
PKNOX2,63,33
MAB21L2,63,33
MAB21L1,63,33
D6RAR5_HUMAN,63,33
HOXA1,63,33
MEIS2,63,33
FAM222A,63,33
HOXB3,63,33
HOXC9,63,33
NBEA,63,33
PBX4,63,33
PBX3,63,33
DLX3,63,33
DCLK1,63,33
HOXA4,63,33
DDX25,63,33
HOXD1,63,33
HYLS1,63,33
MEIS3,63,33
LCA5,64,33
CEP290,64,33
AHI1,64,33
OFD1,64,33
PCM1,64,33
IQCB1,64,33
CC2D2A,64,33
INVS,64,33
NEK8,64,33
NPHP4,64,33
NPHP1,64,33
NPHP3,64,33
RPGRIP1L,64,33
ARL13B,64,33
FOPNL,64,33
CPLANE1,64,33
MKS1,64,33
TMEM67,64,33
CEP162,64,33
TCTN1,64,33
B9D2,64,33
TMEM231,64,33
B9D1,64,33
TCTN2,64,33
TMEM107,64,33
TMEM216,64,33
TMEM17,64,33
SDCCAG8,64,33
TMEM237,64,33
TCTN3,64,33
TMEM138,64,33
TMEM218,64,33
TMEM80,64,33
LAMTOR3,65,33
RRAGB,65,33
RRAGC,65,33
RRAGA,65,33
RRAGD,65,33
SESN2,65,33
SESN1,65,33
FNIP2,65,33
FLCN,65,33
FNIP1,65,33
SESN3,65,33
LAMTOR1,65,33
SLC38A9,65,33
DEPDC5,65,33
NPRL2,65,33
LAMTOR2,65,33
LAMTOR5,65,33
LAMTOR4,65,33
NPRL3,65,33
KNDC1,65,33
RGP1,65,33
RIC1,65,33
WDR59,65,33
WDR24,65,33
CASTOR1,65,33
MIOS,65,33
ITFG2,65,33
SZT2,65,33
BMT2,65,33
C12orf66,65,33
KPTN,65,33
CASTOR2,65,33
RNF152,65,33
CRMP1,66,31
SEMA3F,66,31
PLXNA4,66,31
PLXNA1,66,31
NRP1,66,31
PLXND1,66,31
NRP2,66,31
PLXNA3,66,31
SEMA6A,66,31
SEMA7A,66,31
FARP2,66,31
SEMA3C,66,31
SEMA3A,66,31
RHOD,66,31
SEMA6D,66,31
FES,66,31
SEMA6B,66,31
SEMA3B,66,31
MICAL1,66,31
SEMA3E,66,31
SEMA6C,66,31
SEMA3D,66,31
PODXL2,66,31
PLXNA2,66,31
SEMA5A,66,31
SEMA5B,66,31
SEMA3G,66,31
PLXNC1,66,31
KLF15,66,31
CFAP100,66,31
TMCC1,66,31
HAP1,67,31
CLCN2,67,31
GABRD,67,31
GABRA1,67,31
GABRG2,67,31
GABBR2,67,31
GABBR1,67,31
GABRG1,67,31
GABRA4,67,31
GABRA5,67,31
GABRA3,67,31
GABRG3,67,31
GABRA6,67,31
GABRE,67,31
GABRB2,67,31
GABRB1,67,31
GABRB3,67,31
PLCL1,67,31
GABRA2,67,31
TRAK2,67,31
GABRR2,67,31
GABRQ,67,31
GABRR1,67,31
GABRP,67,31
RHOT1,67,31
TRAK1,67,31
RHOT2,67,31
MYO19,67,31
JAKMIP1,67,31
GPR156,67,31
GABRR3,67,31
NANOS2,68,31
CNOT2,68,31
CNOT11,68,31
CNOT1,68,31
TOB2,68,31
CNOT10,68,31
CNOT8,68,31
CNOT6,68,31
CNOT3,68,31
BTG3,68,31
CNOT6L,68,31
CNOT9,68,31
CNOT7,68,31
NOCT,68,31
TNKS1BP1,68,31
MMP7,68,31
TNRC6C,68,31
RC3H1,68,31
BTG2,68,31
CNOT4,68,31
CPEB3,68,31
OBI1,68,31
TOB1,68,31
RIDA,68,31
NANOS1,68,31
GPBP1L1,68,31
RC3H2,68,31
RIBC1,68,31
TEX13A,68,31
BTG1,68,31
BTG4,68,31
GCK,69,31
G6PC,69,31
G6PC3,69,31
HK2,69,31
HK3,69,31
HK1,69,31
G6PC2,69,31
HKDC1,69,31
MPI,69,31
KHK,69,31
PFKFB4,69,31
PFKFB2,69,31
PFKFB1,69,31
PFKFB3,69,31
FBP1,69,31
TIGAR,69,31
AMDHD2,69,31
AMDHD2-2,69,31
GFPT2,69,31
ADPGK,69,31
GFPT1,69,31
PFKM,69,31
GNPNAT1,69,31
PFKL,69,31
PFKP,69,31
FBP2,69,31
GNPDA1,69,31
SLC37A4,69,31
TKFC,69,31
ZBTB22,69,31
M1AP,69,31
PHYH,70,30
PEX6,70,30
PEX10,70,30
PEX14,70,30
TYSND1,70,30
PEX5,70,30
PEX7,70,30
PEX12,70,30
AGPS,70,30
PEX13,70,30
PEX2,70,30
PEX26,70,30
ACBD5,70,30
PEX11G,70,30
PEX16,70,30
PEX1,70,30
PEX11A,70,30
PEX3,70,30
PEX5L,70,30
PEX11B,70,30
ABCD3,70,30
PEX19,70,30
TRIM37,70,30
FAM185A,70,30
SLC27A2,70,30
ABCD1,70,30
PXMP2,70,30
SLC25A17,70,30
ABCD2,70,30
PXMP4,70,30
KLHL20,71,30
TNFAIP1,71,30
KCTD10,71,30
PDCD6,71,30
KLHL8,71,30
SPOPL,71,30
KLHL41,71,30
KLHL40,71,30
KLHL3,71,30
KLHL22,71,30
KLHL25,71,30
KLHL7,71,30
KLHL9,71,30
KLHL12,71,30
KLHL21,71,30
ENC1,71,30
PEF1,71,30
KLHL13,71,30
KBTBD8,71,30
KLHL2,71,30
SPOP,71,30
KCTD17,71,30
KLHL24,71,30
ZSWIM8,71,30
KLHL42,71,30
KBTBD7,71,30
KBTBD6,71,30
GAN,71,30
LZTR1,71,30
KCTD13,71,30
PGD,72,30
PGM2,72,30
GAPDHS,72,30
G6PD,72,30
TALDO1,72,30
CRISP2,72,30
DERA,72,30
TKTL2,72,30
RPIA,72,30
RBKS,72,30
TKTL1,72,30
GLYCTK,72,30
ALDOB,72,30
ALDOC,72,30
ALDOA,72,30
TKT,72,30
ENO3,72,30
PGAM2,72,30
LOC112694756,72,30
PGAM4,72,30
PGAM1,72,30
PGK2,72,30
ENO4,72,30
IDNK,72,30
BPGM,72,30
ZNF230,72,30
RPE,72,30
RPEL1,72,30
PGLS,72,30
RBM45,72,30
TEAD1,73,30
AMOT,73,30
WWTR1,73,30
YAP1,73,30
AMOTL1,73,30
VGLL2,73,30
SAV1,73,30
TEAD3,73,30
TEAD4,73,30
CCN2,73,30
VGLL1,73,30
LATS2,73,30
MOB1A,73,30
MOB1B,73,30
VGLL3,73,30
VGLL4,73,30
LATS1,73,30
AMOTL2,73,30
TEAD2,73,30
PTPN14,73,30
LIMD1,73,30
IRF2,73,30
CCN1,73,30
BORA,73,30
AJUBA,73,30
WTIP,73,30
IRF2BPL,73,30
IRF2BP1,73,30
IRF2BP2,73,30
WWC3,73,30
HAVCR2,74,30
CD69,74,30
ICOS,74,30
BTLA,74,30
LAG3,74,30
CD27,74,30
PDCD1,74,30
TIGIT,74,30
TNFRSF18,74,30
PDCD1LG2,74,30
TNFSF18,74,30
TNFRSF9,74,30
ICOSLG,74,30
LOC102723996,74,30
TNFRSF14,74,30
CD160,74,30
TNFSF9,74,30
CD276,74,30
TNFRSF4,74,30
MTUS1,74,30
MTUS2,74,30
LGALS9B,74,30
CD70,74,30
LGALS9,74,30
LGALS9C,74,30
TNFRSF8,74,30
TNFSF4,74,30
TNFSF8,74,30
SIVA1,74,30
VTCN1,74,30
ENSA,75,30
PPP2R1B,75,30
PPP2R5B,75,30
PPP2CB,75,30
PPP1R1A,75,30
PPP2R5A,75,30
PPP2R3A,75,30
PPP2R5E,75,30
PPP2R2B,75,30
LCMT1,75,30
PPME1,75,30
SERTAD4,75,30
PPP2R2C,75,30
PPP2R3B,75,30
PPP2R2A,75,30
PPP2R2D,75,30
PPP4R1,75,30
PPP2R5D,75,30
PPP2R5C,75,30
PTPA,75,30
NKD1,75,30
IER3,75,30
MINK1,75,30
PPP2R3C,75,30
KCNH1-2,75,30
CBLL2,75,30
MASTL,75,30
ZNF114,75,30
NRDE2,75,30
LPGAT1,75,30
NOTCH3,76,30
NOTCH2,76,30
NOTCH4,76,30
DLL3,76,30
LFNG,76,30
HES1,76,30
DLL4,76,30
JAG1,76,30
DTX1,76,30
MAML1,76,30
NRARP,76,30
RFNG,76,30
DLL1,76,30
JAG2,76,30
MAML3,76,30
MFNG,76,30
RBPJ,76,30
DTX3L,76,30
HES5,76,30
MAML2,76,30
HEY1,76,30
RBPJL,76,30
DTX3,76,30
HEY2,76,30
HEYL,76,30
TBX6,76,30
MIB2,76,30
MESP2,76,30
NEURL1B,76,30
NEURL1,76,30
ZNF174,77,30
PGBD1,77,30
ZSCAN32,77,30
ZSCAN18,77,30
ZKSCAN4,77,30
ZNF18,77,30
ZSCAN21,77,30
ZNF397,77,30
ZNF396,77,30
ZSCAN20,77,30
ZNF24,77,30
ZSCAN1,77,30
SCAND1,77,30
ZKSCAN1,77,30
ZKSCAN3,77,30
ZNF232,77,30
ZNF444,77,30
MZF1,77,30
PLVAP,77,30
ZNF446,77,30
ZNF213,77,30
ZSCAN22,77,30
ZNF394,77,30
ZKSCAN5,77,30
ZBED9,77,30
ZSCAN30,77,30
ZSCAN23,77,30
ZKSCAN8,77,30
ZNF197,77,30
ZNF483,77,30
NACA2,78,29
SERBP1,78,29
H3BNC9_HUMAN,78,29
SRP19,78,29
ZNF593,78,29
TMA16,78,29
TPT1,78,29
BTF3L4,78,29
RPS10-NUDT3,78,29
SRPRA,78,29
SRP14,78,29
RPL37,78,29
SRP9,78,29
DAPL1,78,29
SRP68,78,29
AKNAD1,78,29
